종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"0040S0","HANARO 글로벌피지컬AI액티브","17890","120","0.68","17744.12","17685","18030","17685","90023","1609388840","31307500000","0","1750000","Solactive Physical AI Index","15977.03","0.00","0.00"
"314700","HANARO 농업융복합산업","10900","35","0.32","10929.04","10900","10900","10830","1497","16282250","5995000000","0","550000","FnGuide 농업융복합산업 지수(시장가격)","1356.81","4.07","0.30"
"486830","HANARO 머니마켓액티브","52285","10","0.02","52287.62","52270","52290","52270","5180","270825626","50193600000","0","960000","KIS-NH Amundi MMF지수","117.84","0.00","0.00"
"432840","HANARO 미국S&P500","18895","-205","-1.07","19077.48","18975","18975","18885","3210","60721872","15116000000","0","800000","S&P 500","6940.01","0.00","0.00"
"498050","HANARO 바이오코리아액티브","16000","-225","-1.39","16004.35","16065","16150","15895","52949","848842595","16800000000","0","1050000","iSelect K-바이오헬스케어","1468.52","-18.20","-1.22"
"476260","HANARO 반도체핵심공정주도주","9410","20","0.21","9426.33","9360","9485","9285","96583","903972857","11292000000","0","1200000","FnGuide 반도체 핵심공정 지수","1294.69","5.71","0.44"
"434730","HANARO 원자력iSelect","59295","1255","2.16","59160.00","58845","59295","58255","800631","47077382841","572196750000","0","9650000","iSelect 원자력지수 (시장가격)","5509.31","88.75","1.64"
"0082F0","HANARO 유럽방산","12410","255","2.10","12370.56","12165","12415","12165","24434","302061910","11169000000","0","900000","Stoxx 유럽 방산 지수","603.30","0.00","0.00"
"491820","HANARO 전력설비투자","32480","360","1.12","32440.44","32235","32980","32185","144962","4714615986","87696000000","0","2700000","iSelect 전력설비투자 지수","8463.24","53.79","0.64"
"461500","HANARO 종합채권(AA-이상)액티브","108510","-395","-0.36","108663.80","108690","108890","108480","795","86407995","86808000000","0","800000","KAP 종합채권 총수익지수(AA-이상)","118.56","0.00","0.00"
"0111J0","HANARO 증권고배당TOP3플러스","11555","5","0.04","11554.95","11550","11890","11460","206909","2397939507","39864750000","0","3450000","FnGuide 증권 고배당 TOP3 플러스 지수","4323.15","-6.47","-0.15"
"495750","HANARO 코리아밸류업","21015","535","2.61","20982.97","20600","21035","20580","2206","45641680","45182250000","0","2150000","코리아 밸류업 지수","2135.98","43.53","2.08"
"304770","HANARO 코스닥150","16080","160","1.01","16173.75","15870","16080","15825","7334","117480220","18009600000","0","1120000","코스닥 150","1621.65","15.80","0.98"
"306530","HANARO 코스닥150선물레버리지","12515","245","2.00","12553.16","12125","12515","12110","3234","40157160","4255100000","0","340000","F-코스닥150 지수","1875.60","14.47","0.78"
"375760","HANARO 탄소효율그린뉴딜","16745","335","2.04","16700.84","16470","16745","16425","2806","46512760","15070500000","0","900000","KRX/S&P 탄소효율 그린뉴딜지수","2835.57","38.91","1.39"
"491700","HK 200","72340","995","1.39","72352.11","71345","72410","71255","218","15716980","68723000000","0","950000","코스피 200","713.96","9.32","1.32"
"0000Y0","HK 26-12 회사채(AA-이상)액티브","100230","-25","-0.02","100246.06","100230","100230","100230","1","100230","121278300000","0","1210000","KAP 26-12 크레딧 채권 총수익지수(AA-이상)","108.44","0.00","0.00"
"215620","HK S&P코리아로우볼","16435","75","0.46","16487.15","16450","16450","16435","2","32885","10354050000","0","630000","S&P Korea 저변동성 지수","12456.16","39.32","0.32"
"0113P0","HK 머니마켓액티브","100635","15","0.01","100598.16","100635","100635","100635","10","1006350","52128930000","0","518000","KAP 머니마켓 지수(총수익)","115.19","0.00","0.00"
"391670","HK 베스트일레븐액티브","19350","610","3.26","19345.80","18910","19370","18910","19624","373555260","18382500000","0","950000","코스피 200","714.26","9.62","1.37"
"472920","HK 종합채권(AA-이상)액티브","101615","-95","-0.09","101472.20","101590","101690","101590","29","2948310","189511975000","0","1865000","KAP 종합채권 AA- 이상 지수(총수익)","118.41","0.00","0.00"
"472840","ITF 200","71610","830","1.17","71591.61","70780","71770","70450","814","58003029","19692750000","0","275000","코스피 200","713.96","9.32","1.32"
"0005G0","ITF K-AI반도체코어테크","23855","195","0.82","23903.71","23660","23995","23550","31268","745859935","26240500000","0","1100000","FnGuide K-AI반도체 코어테크 지수","4997.77","23.92","0.48"
"0135Y0","ITF 중기종합채권(AA-이상)액티브","100160","-60","-0.06","100179.86","100220","100220","100160","11","1101820","104166400000","0","1040000","KIS 중기종합채권 (1~5Y, AA-이상, 총수익)","112.26","0.00","0.00"
"483570","KCGI 미국S&P500 TOP10","15335","-220","-1.41","15499.36","15555","15555","15305","9711","148853814","24536000000","0","1600000","S&P500 Top10 25% Capped Index(PR)","8388.22","0.00","0.00"
"069660","KIWOOM 200","71790","1025","1.45","71793.82","70485","72055","70485","200902","14379513025","620983500000","0","8650000","코스피 200","714.26","9.62","1.37"
"294400","KIWOOM 200TR","93425","1250","1.36","93538.62","92010","93855","91850","162867","15187051872","1504142500000","0","16100000","코스피 200 TR","939.69","12.27","1.32"
"253250","KIWOOM 200선물레버리지","59515","1465","2.52","59678.45","57540","60075","57530","61366","3559784523","26781750000","0","450000","코스피 200 선물지수","3521.96","45.78","1.32"
"253240","KIWOOM 200선물인버스","2680","-30","-1.11","2657.24","2710","2720","2650","68558","182910132","1876000000","0","700000","코스피 200 선물지수","3521.96","45.78","1.32"
"253230","KIWOOM 200선물인버스2X","447","-13","-2.83","440.77","462","462","443","377917","169723238","2887620000","0","6460000","코스피 200 선물지수","3521.96","45.78","1.32"
"464240","KIWOOM 26-09회사채(AA-이상)액티브","52435","5","0.01","52439.80","52430","52445","52425","3184","166962237","273710700000","0","5220000","KIS 2609 만기형 크레딧 종합채권 지수(AA-이상)(총수익지수)","116.31","0.00","0.00"
"458210","KIWOOM CD금리액티브(합성)","108700","-5","0.00","108679.61","108700","108700","108695","2244","243921702","182072500000","0","1675000","FnGuide CD91일 금리투자 지수(총수익)","1448.09","0.00","0.00"
"460280","KIWOOM Fn유전자혁신기술","12150","-200","-1.62","12214.41","12405","12405","12150","852","10467655","5467500000","0","450000","FnGuide 유전자혁신기술 지수(시장가격)","1064.46","-12.63","-1.17"
"488200","KIWOOM K-2차전지북미공급망","11570","380","3.40","11642.80","11190","11650","11145","15661","177848820","6363500000","0","550000","Solactive K-Battery North America Supply Chain 지수","2890.75","108.89","3.91"
"488210","KIWOOM K-반도체북미공급망","14475","65","0.45","14501.63","14485","14545","14320","5602","80904755","3618750000","0","250000","Solactive K-Semiconductor North America Supply Chain 지수","2853.50","10.50","0.37"
"469790","KIWOOM K-테크TOP10","22985","-75","-0.33","23059.08","22800","23150","22690","35431","814116916","16089500000","0","700000","Solactive K-TechTOP10 Index(PR)","4572.92","5.94","0.13"
"100910","KIWOOM KRX100","11290","175","1.57","11287.33","11115","11325","11100","8190","92375890","23709000000","0","2100000","KRX 100","11232.76","152.75","1.38"
"435530","KIWOOM TDF2030액티브","15010","-130","-0.86","15086.11","15185","15185","15000","2460","36936165","7505000000","0","500000","Dow Jones Target 2030 Index (Total Return)","567.55","0.00","0.00"
"435540","KIWOOM TDF2040액티브","16625","-160","-0.95","16721.15","16815","16815","16605","2798","46522930","8312500000","0","500000","Dow Jones Target 2040 Index (Total Return)","750.04","0.00","0.00"
"435550","KIWOOM TDF2050액티브","17070","-135","-0.78","17138.33","17225","17225","17025","42098","717877550","8535000000","0","500000","Dow Jones Target 2050 Index (Total Return)","883.93","0.00","0.00"
"104530","KIWOOM 고배당","16450","200","1.23","16453.26","16250","16450","16220","37640","616203694","42770000000","0","2600000","MKF 웰스 고배당20","16625.64","166.40","1.01"
"148070","KIWOOM 국고채10년","107785","-565","-0.52","107906.55","108160","108370","107780","40625","4391317033","556925095000","0","5167000","KIS 10년 국고채 지수 (총수익)","16131.64","-74.79","-0.46"
"167860","KIWOOM 국고채10년레버리지","99410","-1065","-1.06","99433.73","100020","100160","99410","227","22687085","28828900000","0","290000","KIS 10년 국고채 지수 (총수익)","16131.64","-74.79","-0.46"
"471460","KIWOOM 국고채30년액티브","56270","-590","-1.04","56298.69","56685","56795","56270","14164","801882512","33762000000","0","600000","KIS-키움 국고채30년 지수(총수익지수)","9209.73","-95.35","-1.02"
"114470","KIWOOM 국고채3년","108980","-140","-0.13","108938.44","109050","109085","108975","268","29219975","42502200000","0","390000","KTB INDEX(시장가격)","10273.04","-15.27","-0.15"
"473490","KIWOOM 글로벌AI반도체","23320","-285","-1.21","23565.32","23605","23605","23260","20323","474659799","32648000000","0","1400000","Solactive Global AI Semiconductor Index (Price Return)","13851.35","88.42","0.64"
"489860","KIWOOM 글로벌전력GRID인프라","14140","55","0.39","14189.32","14125","14215","14125","10938","154884075","7777000000","0","550000","NASDAQ OMX Clean Edge Smart Grid Infrastructure Index","1308.29","0.00","0.00"
"394350","KIWOOM 글로벌퓨처모빌리티","16040","10","0.06","16014.97","15335","16040","15335","1924","30675765","4812000000","0","300000","MSCI ACWI IMI 퓨처모빌리티 ESG 지수(시장가격)","3387.40","12.79","0.38"
