표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수,,,,,,corp_code
KR7002790004,2790,아모레퍼시픽홀딩스보통주,아모레퍼시픽홀딩스,AMOREPACIFIC Holdings,1973-04-30,KOSPI,주권,,보통주,500,79458180,,2790,2790,2790,002790,002790
KR7002030005,2030,아세아보통주,아세아,ASIA HOLDINGS,1974-06-03,KOSPI,주권,,보통주,5000,2072646,,2030,2030,2030,002030,002030
KR7183190008,183190,아세아시멘트보통주,아세아시멘트,ASIACEMENT,2013-11-06,KOSPI,주권,,보통주,500,36927658,,183190,183190,183190,183190,183190
KR7002310001,2310,아세아제지보통주,아세아제지,AsiaPaperManufacturing,1988-12-15,KOSPI,주권,,보통주,1000,40482510,,2310,2310,2310,002310,002310
KR7012170007,12170,아센디오보통주,아센디오,Ascendio,1989-12-20,KOSPI,주권,,보통주,500,10873743,,12170,12170,12170,012170,012170
KR7267850006,267850,아시아나IDT보통주,아시아나IDT,AsianaIDT,2018-11-23,KOSPI,주권,,보통주,500,11100000,,267850,267850,267850,267850,267850
KR7020560009,20560,아시아나항공 보통주,아시아나항공,Asiana Airlines,2008-03-28,KOSPI,주권,,보통주,5000,205990711,,20560,20560,20560,020560,020560
KR7122900004,122900,아이마켓코리아보통주,아이마켓코리아,iMarketKorea Inc.,2010-07-30,KOSPI,주권,,보통주,500,33428840,,122900,122900,122900,122900,122900
KR7010780005,10780,아이에스동서보통주,아이에스동서,IS DONGSEO,1986-01-27,KOSPI,주권,,보통주,500,30186976,,10780,10780,10780,010780,010780
KR7139130009,139130,아이엠금융지주보통주,iM금융지주,iM Financial Group,2011-06-07,KOSPI,주권,,보통주,5000,160624583,,139130,139130,139130,139130,139130
KR7031820004,31820,아이티센씨티에스보통주,아이티센씨티에스,ITCENCTS,1997-02-12,KOSPI,주권,,보통주,500,121051466,,31820,31820,31820,031820,031820
KR7139990006,139990,아주스틸보통주,아주스틸,AJUSTEEL,2021-08-20,KOSPI,주권,,보통주,500,38755414,,139990,139990,139990,139990,139990
KR7009320003,9320,아진전자부품보통주,아진전자부품,AJIN ELECTRONIC COMPONENTS,1989-08-25,KOSPI,주권,,보통주,500,49299770,,9320,9320,9320,009320,009320
KR7001780006,1780,알루코 보통주,알루코,"ALUKO CO.,LTD.",2007-06-07,KOSPI,주권,,보통주,500,96830132,,1780,1780,1780,001780,001780
KR7018250001,18250,애경산업보통주,애경산업,AEKYUNG INDUSTRIAL,2018-03-22,KOSPI,주권,,보통주,1000,26409935,,18250,18250,18250,018250,018250
KR7161000005,161000,애경케미칼보통주,애경케미칼,AEKYUNG CHEMICAL,2012-09-17,KOSPI,주권,,보통주,500,48648709,,161000,161000,161000,161000,161000
KR7011090008,11090,에넥스보통주,에넥스,Enex,1995-07-08,KOSPI,주권,,보통주,500,59991641,,11090,11090,11090,011090,011090
KR7137310009,137310,에스디바이오센서보통주,에스디바이오센서,SD Biosensor,2021-07-16,KOSPI,주권,,보통주,500,121749102,,137310,137310,137310,137310,137310
KR7003080009,3080,에스비성보보통주,SB성보,SBSUNGBO,1976-12-23,KOSPI,주권,,보통주,500,20020000,,3080,3080,3080,003080,003080
KR7034120006,34120,에스비에스보통주,SBS,SEOULBROADCASTINGSYSTEM,2003-06-25,KOSPI,주권,,보통주,5000,18551238,,34120,34120,34120,034120,034120
KR7005850003,5850,에스엘보통주,에스엘,SLCORPORATION,1988-11-08,KOSPI,주권,,보통주,500,46448520,,5850,5850,5850,005850,005850
KR7010580009,10580,에스엠벡셀보통주,에스엠벡셀,"SM BEXEL CO.,LTD.",1994-12-27,KOSPI,주권,,보통주,500,111251760,,10580,10580,10580,010580,010580
KR7012750006,12750,에스원보통주,에스원,S-1,1996-01-30,KOSPI,주권,,보통주,500,37999178,,12750,12750,12750,012750,012750
KR7033530007,33530,에스제이지세종보통주,SJG세종,"SJG SEJONG CO.,LTD.",2002-09-25,KOSPI,주권,,보통주,500,27820961,,33530,33530,33530,033530,033530
KR7004060000,4060,에스지세계물산보통주,SG세계물산,SGCORPORATION,1976-04-19,KOSPI,주권,,보통주,500,202424960,,4060,4060,4060,004060,004060
KR7006121008,6125,에스케이디스커버리1우선주,SK디스커버리우,"SK Discovery Co.,Ltd.(1P)",1989-11-24,KOSPI,주권,,구형우선주,5000,1312455,,6125,6125,6125,006125,006125
KR7006120000,6120,에스케이디스커버리보통주,SK디스커버리,"SK Discovery Co.,Ltd.",1976-06-29,KOSPI,주권,,보통주,5000,18347855,,6120,6120,6120,006120,006120
KR7302440003,302440,에스케이바이오사이언스보통주,SK바이오사이언스,SK BIOSCIENCE,2021-03-18,KOSPI,주권,,보통주,500,78434701,,302440,302440,302440,302440,302440
KR7326030004,326030,에스케이바이오팜보통주,SK바이오팜,SK BIOPHARMACEUTICALS,2020-07-02,KOSPI,주권,,보통주,500,78313250,,326030,326030,326030,326030,326030
KR7475150009,475150,에스케이이터닉스보통주,SK이터닉스,SK eternix,2024-03-29,KOSPI,주권,,보통주,200,33754042,,475150,475150,475150,475150,475150
KR7000660001,660,에스케이하이닉스보통주,SK하이닉스,SK hynix,1996-12-26,KOSPI,주권,,보통주,5000,728002365,,660,660,660,000660,000660
KR7023960008,23960,에쓰씨엔지니어링보통주,에쓰씨엔지니어링,SC ENGINEERING,1997-06-23,KOSPI,주권,,보통주,500,38035975,,23960,23960,23960,023960,023960
KR7298690009,298690,에어부산보통주,에어부산,AirBusan,2018-12-27,KOSPI,주권,,보통주,1000,116640000,,298690,298690,298690,298690,298690
KR7078520004,78520,에이블씨엔씨보통주,에이블씨엔씨,ABLE C&C,2011-09-07,KOSPI,주권,,보통주,500,26014161,,78520,78520,78520,078520,078520
KR7015260003,15260,에이엔피보통주,에이엔피,AUTOMOBILE&PCB,1988-01-18,KOSPI,주권,,보통주,500,45116894,,15260,15260,15260,015260,015260
KR7140910001,140910,에이자기관리부동산투자회사보통주,에이리츠,A SELF-ADMINISTERED REAL ESTATE INVESTMENT TRUST INC.,2011-07-14,KOSPI,부동산투자회사,,보통주,5000,4463032,,140910,140910,140910,140910,140910
KR7039570007,39570,에이치디씨랩스보통주,HDC랩스,HDCLABS,2015-09-24,KOSPI,주권,,보통주,500,25957601,,39570,39570,39570,039570,039570
KR7089470009,89470,에이치디씨현대이피보통주,HDC현대EP,HDC Hyundai Engineering Plastics,2006-09-25,KOSPI,주권,,보통주,500,31900000,,89470,89470,89470,089470,089470
KR7009540006,9540,에이치디한국조선해양보통주,HD한국조선해양,HD KOREA SHIPBUILDING & OFFSHORE ENGINEERING,1999-08-24,KOSPI,주권,,보통주,5000,70773116,,9540,9540,9540,009540,009540
KR7267270007,267270,에이치디현대건설기계보통주,HD현대건설기계,HD Hyundai Construction Equipment,2017-05-10,KOSPI,주권,,보통주,5000,17357613,,267270,267270,267270,267270,267270
KR7443060009,443060,에이치디현대마린솔루션보통주,HD현대마린솔루션,"HD HYUNDAI MARINE SOLUTION CO., LTD",2024-05-08,KOSPI,주권,,보통주,500,44829210,,443060,443060,443060,443060,443060
KR7071970008,71970,에이치디현대마린엔진보통주,HD현대마린엔진,HD-Hyundai Marine Engine,2009-05-15,KOSPI,주권,,보통주,2500,33921495,,71970,71970,71970,071970,071970
KR7267250009,267250,에이치디현대보통주,HD현대,HD HYUNDAI,2017-05-10,KOSPI,주권,,보통주,1000,78993085,,267250,267250,267250,267250,267250
KR7322000001,322000,에이치디현대에너지솔루션보통주,HD현대에너지솔루션,"HD HYUNDAI ENERGY SOLUTIONS CO.,LTD.",2019-11-19,KOSPI,주권,,보통주,5000,11200000,,322000,322000,322000,322000,322000
KR7042670000,42670,에이치디현대인프라코어보통주,HD현대인프라코어,HD Hyundai Infracore,2001-02-02,KOSPI,주권,,보통주,1000,188851238,,42670,42670,42670,042670,042670
KR7267260008,267260,에이치디현대일렉트릭보통주,HD현대일렉트릭,HD HYUNDAI ELECTRIC,2017-05-10,KOSPI,주권,,보통주,5000,36047135,,267260,267260,267260,267260,267260
KR7329180004,329180,에이치디현대중공업보통주,HD현대중공업,HD HYUNDAI HEAVY INDUSTRIES,2021-09-17,KOSPI,주권,,보통주,5000,104961225,,329180,329180,329180,329180,329180
KR7002460004,2460,에이치에스화성보통주,HS화성,HS HWASUNG,1988-09-29,KOSPI,주권,,보통주,5000,10150000,,2460,2460,2460,002460,002460
KR7487570004,487570,에이치에스효성보통주,HS효성,HSHYOSUNG,2024-07-29,KOSPI,주권,,보통주,5000,3725927,,487570,487570,487570,487570,487570
KR7298050006,298050,에이치에스효성첨단소재보통주,HS효성첨단소재,HS HYOSUNG ADVANCED MATERIALS,2018-07-13,KOSPI,주권,,보통주,5000,4479948,,298050,298050,298050,298050,298050
KR7003580008,3580,에이치엘비글로벌보통주,HLB글로벌,"HLB GLOBAL Co., Ltd.",1990-03-23,KOSPI,주권,,보통주,500,50663505,,3580,3580,3580,003580,003580
KR7011200003,11200,에이치엠엠보통주,HMM,HMM,1995-10-05,KOSPI,주권,,보통주,5000,943237970,,11200,11200,11200,011200,011200
KR7003060001,3060,에이프로젠바이오로직스보통주,에이프로젠바이오로직스,Aprogen Biologics,1984-10-19,KOSPI,주권,,보통주,500,198407845,,3060,3060,3060,003060,003060
KR7007460009,7460,에이프로젠보통주,에이프로젠,Aprogen,1995-07-08,KOSPI,주권,,보통주,500,329305030,,7460,7460,7460,007460,007460
KR7244920005,244920,에이플러스에셋보통주,에이플러스에셋,A Plus Asset,2020-11-20,KOSPI,주권,,보통주,500,22607693,,244920,244920,244920,244920,244920
KR7278470000,278470,에이피알보통주,에이피알,APR,2024-02-27,KOSPI,주권,,보통주,100,37430655,,278470,278470,278470,278470,278470
KR7450080007,450080,에코프로머티보통주,에코프로머티,ECOPRO MATERIALS,2023-11-17,KOSPI,주권,,보통주,500,70558754,,450080,450080,450080,450080,450080
KR7019490002,19490,엑시큐어하이트론보통주,엑시큐어하이트론,EXICURE HITRON INC.,1998-11-04,KOSPI,주권,,보통주,500,76432270,,19490,19490,19490,019490,019490
KR7036570000,36570,엔씨소프트보통주,엔씨소프트,NCsoftCorporation,2003-05-22,KOSPI,주권,,보통주,500,21544022,,36570,36570,36570,036570,036570
KR7400760005,400760,엔에이치올원리츠보통주,NH올원리츠,NHALLONEREIT,2021-11-18,KOSPI,부동산투자회사,,보통주,500,54929275,,400760,400760,400760,400760,400760
KR7005941000,5945,엔에이치투자증권1우선주,NH투자증권우,NH INVESTMENT & SECURITIES(1P),1988-09-13,KOSPI,주권,,구형우선주,5000,18870968,,5945,5945,5945,005945,005945
KR7005940002,5940,엔에이치투자증권보통주,NH투자증권,NH INVESTMENT & SECURITIES,1975-09-30,KOSPI,주권,,보통주,5000,356344369,,5940,5940,5940,005940,005940
KR7085310001,85310,엔케이 보통주,엔케이,NK,2008-01-24,KOSPI,주권,,보통주,500,78880322,,85310,85310,85310,085310,085310
KYG5307W1015,900140,엘브이엠씨홀딩스보통주,엘브이엠씨홀딩스,LVMC Holdings,2010-11-30,KOSPI,외국주권,,보통주,0.25,193240432,,900140,900140,900140,900140,900140
KR7066970005,66970,엘앤에프보통주,엘앤에프,L&F,2024-01-29,KOSPI,주권,,보통주,500,40231480,,66970,66970,66970,066970,066970
KR7108671009,108675,엘엑스하우시스1우선주,LX하우시스우,"LX HAUSYS, LTD.(1P)",2009-04-20,KOSPI,주권,,구형우선주,5000,1032330,,108675,108675,108675,108675,108675
KR7108670001,108670,엘엑스하우시스보통주,LX하우시스,"LX HAUSYS, LTD.",2009-04-20,KOSPI,주권,,보통주,5000,8967670,,108670,108670,108670,108670,108670
KR738380K012,38380K,엘엑스홀딩스1우선주,LX홀딩스1우,LX HOLDINGS(1P),2021-05-27,KOSPI,주권,,종류주권,1000,1465285,,38380K,,0,000000,
KR7383800000,383800,엘엑스홀딩스보통주,LX홀딩스,LX HOLDINGS,2021-05-27,KOSPI,주권,,보통주,1000,76280690,,383800,383800,383800,383800,383800
KR7064400005,64400,엘지씨엔에스보통주,LG씨엔에스,LG CNS,2025-02-05,KOSPI,주권,,보통주,500,96885948,,64400,64400,64400,064400,064400
KR7037560000,37560,엘지헬로비전보통주,LG헬로비전,LG HelloVision,2012-11-09,KOSPI,주권,,보통주,2500,77446865,,37560,37560,37560,037560,037560
KR7097520001,97520,엠씨넥스보통주,엠씨넥스,"MCNEX Co.,Ltd.",2021-07-06,KOSPI,주권,,보통주,500,17401500,,97520,97520,97520,097520,097520
KR7484870001,484870,엠앤씨솔루션보통주,엠앤씨솔루션,MNC Solution,2024-12-16,KOSPI,주권,,보통주,100,9153900,,484870,484870,484870,484870,484870
KR7014440002,14440,영보화학보통주,영보화학,YoungboChemical,1997-08-27,KOSPI,주권,,보통주,500,20000000,,14440,14440,14440,014440,014440
KR7111770004,111770,영원무역보통주,영원무역,Youngone Corporation,2009-07-30,KOSPI,주권,,보통주,500,44311468,,111770,111770,111770,111770,111770
KR7009970005,9970,영원무역홀딩스보통주,영원무역홀딩스,YoungoneHoldings,1988-11-07,KOSPI,주권,,보통주,500,13499237,,9970,9970,9970,009970,009970
KR7003520004,3520,영진약품보통주,영진약품,YUNGJIN PHARM,1973-06-25,KOSPI,주권,,보통주,500,182892731,,3520,3520,3520,003520,003520
KR7000670000,670,영풍보통주,영풍,Youngpoong,1976-06-12,KOSPI,주권,,보통주,500,18077950,,670,670,670,000670,000670
KR7012280004,12280,영화금속보통주,영화금속,YeonghwaMetal,1990-01-25,KOSPI,주권,,보통주,500,51664505,,12280,12280,12280,012280,012280
KR7012160008,12160,영흥보통주,영흥,YOUNGWIRE,2010-01-25,KOSPI,주권,,보통주,500,101310372,,12160,12160,12160,012160,012160
KR7007310006,7310,오뚜기보통주,오뚜기,OTOKI,1994-08-12,KOSPI,주권,,보통주,5000,4007830,,7310,7310,7310,007310,007310
KR7002630002,2630,오리엔트바이오보통주,오리엔트바이오,ORIENTBIO,1976-12-28,KOSPI,주권,,보통주,500,118583005,,2630,2630,2630,002630,002630
KR7271560005,271560,오리온보통주,오리온,ORION,2017-07-07,KOSPI,주권,,보통주,500,39536132,,271560,271560,271560,271560,271560
KR7001800002,1800,오리온홀딩스보통주,오리온홀딩스,ORION Holdings,1975-06-27,KOSPI,주권,,보통주,500,62645422,,1800,1800,1800,001800,001800
KR7010060002,10060,오씨아이홀딩스보통주,OCI홀딩스,OCI Holdings Company Ltd.,1985-07-09,KOSPI,주권,,보통주,5000,18670232,,10060,10060,10060,010060,010060
KR7005320007,5320,온타이드보통주,온타이드,ONTIDE,1996-12-24,KOSPI,주권,,보통주,500,68375690,,5320,5320,5320,005320,005320
KR7037270006,37270,와이지플러스보통주,YG PLUS,YG PLUS,2003-08-01,KOSPI,주권,,보통주,500,63663110,,37270,37270,37270,037270,037270
KR7011690005,11690,와이투솔루션보통주,와이투솔루션,Y2 Solution,1995-12-21,KOSPI,주권,,보통주,2500,36574394,,11690,11690,11690,011690,011690
KR7316140003,316140,우리금융지주보통주,우리금융지주,WooriFinancialGroup,2019-02-13,KOSPI,주권,,보통주,5000,734076320,,316140,316140,316140,316140,316140
KR7006980007,6980,우성보통주,우성,WOOSUNG,1988-10-10,KOSPI,주권,,보통주,5000,3090000,,6980,6980,6980,006980,006980
KR7017370008,17370,우신시스템보통주,우신시스템,WooshinSystems,2002-05-28,KOSPI,주권,,보통주,500,18314054,,17370,17370,17370,017370,017370
KR7105840003,105840,우진보통주,우진,WOOJIN INC,2010-07-26,KOSPI,주권,,보통주,500,20197670,,105840,105840,105840,105840,105840
KR7010400000,10400,우진아이엔에스보통주,우진아이엔에스,WOOJINI&S,2018-09-14,KOSPI,주권,,보통주,500,7622000,,10400,10400,10400,010400,010400
KR7049800006,49800,우진플라임 보통주,우진플라임,"WOOJIN PLAIMM CO., LTD",2006-05-24,KOSPI,주권,,보통주,500,20000000,,49800,49800,49800,049800,049800
KR7016880007,16880,웅진보통주,웅진,WOONGJIN,1994-11-05,KOSPI,주권,,보통주,500,79927080,,16880,16880,16880,016880,016880
KR7095720009,95720,웅진씽크빅 보통주,웅진씽크빅,"WOONGJIN THINKBIG CO., LTD.",2007-05-31,KOSPI,주권,,보통주,500,115505985,,95720,95720,95720,095720,095720
KR7005820006,5820,원림보통주,원림,Wonlim,1990-04-20,KOSPI,주권,,보통주,5000,2297970,,5820,5820,5820,005820,005820
KR7010600005,10600,웰바이오텍보통주,웰바이오텍,WELLBIOTEC,1997-07-18,KOSPI,주권,,보통주,500,90923407,,10600,10600,10600,010600,010600
KR7008600009,8600,윌비스보통주,윌비스,TheWillBes,1989-07-28,KOSPI,주권,,보통주,1000,67236039,,8600,8600,8600,008600,008600
KR7014830004,14830,유니드 보통주,유니드,UNID,2004-12-03,KOSPI,주권,,보통주,5000,6767600,,14830,14830,14830,014830,014830
KR7446070005,446070,유니드비티플러스보통주,유니드비티플러스,UNID btplus,2022-11-28,KOSPI,주권,,보통주,1000,10611215,,446070,446070,446070,446070,446070
KR7047400007,47400,유니온머티리얼보통주,유니온머티리얼,Union Materials Corp.,2009-09-29,KOSPI,주권,,보통주,500,42000000,,47400,47400,47400,047400,047400
KR7000910000,910,유니온보통주,유니온,Union,1996-07-03,KOSPI,주권,,보통주,500,15611619,,910,910,910,000910,000910
KR7011330008,11330,유니켐보통주,유니켐,"UNI CHEM.CO.,LTD",1989-12-14,KOSPI,주권,,보통주,500,93525678,,11330,11330,11330,011330,011330
KR7077500007,77500,유니퀘스트 보통주,유니퀘스트,Uniquest Corporation,2004-08-05,KOSPI,주권,,보통주,500,21600102,,77500,77500,77500,077500,077500
KR7002920007,2920,유성기업보통주,유성기업,YoosungEnterprise,1988-10-10,KOSPI,주권,,보통주,500,25947500,,2920,2920,2920,002920,002920
KR7000700005,700,유수홀딩스보통주,유수홀딩스,EUSU HOLDINGS,1956-03-03,KOSPI,주권,,보통주,2500,26041812,,700,700,700,000700,000700
KR7003471000,3475,유안타증권1우선주,유안타증권우,Yuanta Securities Korea(1P),1989-03-22,KOSPI,주권,,구형우선주,5000,12912212,,3475,3475,3475,003475,003475
KR7003470002,3470,유안타증권보통주,유안타증권,Yuanta Securities Korea,1988-01-21,KOSPI,주권,,보통주,5000,199596576,,3470,3470,3470,003470,003470
KR7072130008,72130,유엔젤보통주,유엔젤,UANGEL,2003-07-01,KOSPI,주권,,보통주,500,12895454,,72130,72130,72130,072130,072130
KR7000221002,225,유유제약1우선주,유유제약1우,YuyuPharma(1P),1990-01-05,KOSPI,주권,,구형우선주,1000,2266930,,225,225,225,000225,000225
KR7000222000,227,유유제약2우선주(신형),유유제약2우B,YuyuPharma(2PB),2000-06-20,KOSPI,주권,,신형우선주,1000,325560,,227,227,227,000227,000227
KR7000220004,220,유유제약보통주,유유제약,YuyuPharma,1975-11-18,KOSPI,주권,,보통주,1000,17032351,,220,220,220,000220,000220
KR7001200005,1200,유진투자증권보통주,유진투자증권,EUGENE INVESTMENT & SECURITIES,1987-08-24,KOSPI,주권,,보통주,5000,96866418,,1200,1200,1200,001200,001200
KR7000101006,105,유한양행1우선주,유한양행우,Yuhan(1P),1995-02-21,KOSPI,주권,,구형우선주,1000,1180940,,105,105,105,000105,000105
KR7000100008,100,유한양행보통주,유한양행,Yuhan,1962-11-01,KOSPI,주권,,보통주,1000,79968437,,100,100,100,000100,000100
KR7003461001,3465,유화증권1우선주,유화증권우,YuhwaSecurities(1P),1990-02-20,KOSPI,주권,,구형우선주,1000,17476425,,3465,3465,3465,003465,003465
KR7003460003,3460,유화증권보통주,유화증권,YuhwaSecurities,1987-08-24,KOSPI,주권,,보통주,1000,56702415,,3460,3460,3460,003460,003460
KR7008730004,8730,율촌화학보통주,율촌화학,YoulchonChemical,1988-08-30,KOSPI,주권,,보통주,500,24800000,,8730,8730,8730,008730,008730
KR7008250003,8250,이건산업보통주,이건산업,EagonIndustrial,1988-10-21,KOSPI,주권,,보통주,5000,10952635,,8250,8250,8250,008250,008250
KR7025820002,25820,이구산업보통주,이구산업,LeekuIndustrial,1995-08-18,KOSPI,주권,,보통주,500,33442000,,25820,25820,25820,025820,025820
KR7214320004,214320,이노션보통주,이노션,INNOCEAN WORLDWIDE INC.,2015-07-17,KOSPI,주권,,보통주,500,40000000,,214320,214320,214320,214320,214320
KR7088260005,88260,이리츠코크렙기업구조조정부동산투자회사보통주,이리츠코크렙,E KOCREF CR-REIT,2018-06-27,KOSPI,부동산투자회사,,보통주,500,63341590,,88260,88260,88260,088260,088260
KR7139480008,139480,이마트보통주,이마트,"E-MART Co., Ltd.",2011-06-10,KOSPI,주권,,보통주,5000,27595819,,139480,139480,139480,139480,139480
KR7457190007,457190,이수스페셜티케미컬보통주,이수스페셜티케미컬,ISU SPECIALTY CHEMICAL,2023-05-31,KOSPI,주권,,보통주,1000,30208280,,457190,457190,457190,457190,457190
KR7007660004,7660,이수페타시스보통주,이수페타시스,ISUPETASYS,2003-10-07,KOSPI,주권,,보통주,1000,73409219,,7660,7660,7660,007660,007660
KR7005950001,5950,이수화학보통주,이수화학,IsuChemical,1988-04-28,KOSPI,주권,,보통주,5000,26294169,,5950,5950,5950,005950,005950
KR7015020001,15020,이스타코보통주,이스타코,e-STARCO,1988-12-23,KOSPI,주권,,보통주,500,42851600,,15020,15020,15020,015020,015020
KR7074610007,74610,이엔플러스보통주,이엔플러스,ENPLUS,2003-12-23,KOSPI,주권,,보통주,500,7337472,,74610,74610,74610,074610,074610
KR7102460003,102460,이연제약보통주,이연제약,REYON PHARMACEUTICAL,2010-06-10,KOSPI,주권,,보통주,500,18586811,,102460,102460,102460,102460,102460
KR7084680008,84680,이월드보통주,이월드,E-WORLD,2005-07-26,KOSPI,주권,,보통주,1000,141806193,,84680,84680,84680,084680,084680
KR7350520003,350520,이지스레지던스리츠보통주,이지스레지던스리츠,IGIS RESIDENCE REIT,2020-08-05,KOSPI,부동산투자회사,,보통주,1000,36866202,,350520,350520,350520,350520,350520
KR7334890001,334890,이지스밸류플러스리츠보통주,이지스밸류플러스리츠,IGIS Value Plus REIT,2020-07-16,KOSPI,부동산투자회사,,보통주,1000,69448683,,334890,334890,334890,334890,334890
KR7000760009,760,이화산업보통주,이화산업,RIFA,1994-04-29,KOSPI,주권,,보통주,5000,2800000,,760,760,760,000760,000760
KR7014990006,14990,인디에프보통주,인디에프,In the F,1989-06-20,KOSPI,주권,,보통주,500,75112995,,14990,14990,14990,014990,014990
KR7101140002,101140,인바이오젠보통주,인바이오젠,INBIOGEN,2008-04-02,KOSPI,주권,,보통주,500,10044216,,101140,101140,101140,101140,101140
KR7006490007,6490,인스코비보통주,인스코비,Inscobee,1985-01-17,KOSPI,주권,,보통주,500,125886117,,6490,6490,6490,006490,006490
KR7023800006,23800,인지컨트롤스보통주,인지컨트롤스,InziControls,1997-06-23,KOSPI,주권,,보통주,500,15809197,,23800,23800,23800,023800,023800
KR7034590000,34590,인천도시가스 보통주,인천도시가스,INCHEON CITY GAS,2006-11-07,KOSPI,주권,,보통주,5000,4374754,,34590,34590,34590,034590,034590
KR7129260006,129260,인터지스보통주,인터지스,INTERGIS,2011-12-16,KOSPI,주권,,보통주,500,29747874,,129260,129260,129260,129260,129260
KR7023810005,23810,인팩보통주,인팩,INFAC,2004-09-21,KOSPI,주권,,보통주,500,10000000,,23810,23810,23810,023810,023810
KR7249420001,249420,일동제약보통주,일동제약,ILDONG PHARM,2016-08-31,KOSPI,주권,,보통주,1000,31638252,,249420,249420,249420,249420,249420
KR7000230003,230,일동홀딩스보통주,일동홀딩스,ILDONG HOLDINGS,1975-06-28,KOSPI,주권,,보통주,1000,11540400,,230,230,230,000230,000230
KR7013360003,13360,일성건설보통주,일성건설,IlsungConstruction,1989-12-02,KOSPI,주권,,보통주,500,54024880,,13360,13360,13360,013360,013360
KR7003120003,3120,일성아이에스보통주,일성아이에스,ILSUNG IS,1985-01-14,KOSPI,주권,,보통주,1000,13300000,,3120,3120,3120,003120,003120
KR7003200003,3200,일신방직보통주,일신방직,IlshinSpinning,1973-05-23,KOSPI,주권,,보통주,500,22960000,,3200,3200,3200,003200,003200
KR7007110000,7110,일신석재보통주,일신석재,IlshinStone,1986-03-04,KOSPI,주권,,보통주,500,77456610,,7110,7110,7110,007110,007110
KR7007571003,7575,일양약품1우선주,일양약품우,IlyangPharmaceutical(1P),1989-12-21,KOSPI,주권,,구형우선주,2500,445080,,7575,7575,7575,007575,007575
KR7007570005,7570,일양약품보통주,일양약품,IlyangPharmaceutical,1974-08-28,KOSPI,주권,,보통주,2500,19085664,,7570,7570,7570,007570,007570
KR7008500001,8500,일정실업보통주,일정실업,IljeongIndustrial,1994-08-12,KOSPI,주권,,보통주,1000,6000000,,8500,8500,8500,008500,008500
KR7081000002,81000,일진다이아몬드 보통주,일진다이아,"ILJIN DIAMOND CO., LTD",2004-12-22,KOSPI,주권,,보통주,1000,14202975,,81000,81000,81000,081000,081000
KR7020760005,20760,일진디스플레이보통주,일진디스플,ILJIN DISPLAY,2002-01-09,KOSPI,주권,,보통주,500,51513741,,20760,20760,20760,020760,020760
KR7103590006,103590,일진전기 보통주,일진전기,ILJIN ELECTRIC,2008-08-01,KOSPI,주권,,보통주,1000,47685390,,103590,103590,103590,103590,103590
KR7271940009,271940,일진하이솔루스보통주,일진하이솔루스,ILJIN HYSOLUS,2021-09-01,KOSPI,주권,,보통주,500,36313190,,271940,271940,271940,271940,271940
KR7015860000,15860,일진홀딩스보통주,일진홀딩스,ILJINHOLDINGS,1990-03-22,KOSPI,주권,,보통주,1000,49347483,,15860,15860,15860,015860,015860
KR7226320000,226320,잇츠한불보통주,잇츠한불,ITSHANBUL,2015-12-28,KOSPI,주권,,보통주,500,21929315,,226320,226320,226320,226320,226320
KR7317400000,317400,자이에스앤디보통주,자이에스앤디,XI S&D,2019-11-06,KOSPI,주권,,보통주,1000,38782520,,317400,317400,317400,317400,317400
KR7033240003,33240,자화전자보통주,자화전자,JahwaElectronics,1999-01-06,KOSPI,주권,,보통주,500,21756636,,33240,33240,33240,033240,033240
KR7000950006,950,전방보통주,전방,Chonbang,1968-10-21,KOSPI,주권,,보통주,5000,1680000,,950,950,950,000950,000950
KR7079900007,79900,전진건설로봇보통주,전진건설로봇,JUNJIN C&R,2024-08-19,KOSPI,주권,,보통주,500,14592545,,79900,79900,79900,079900,079900
KR7348950007,348950,제이알글로벌리츠보통주,제이알글로벌리츠,JR GLOBAL REIT,2020-08-07,KOSPI,부동산투자회사,,보통주,1000,197376000,,348950,348950,348950,348950,348950
KR7194370003,194370,제이에스코퍼레이션보통주,제이에스코퍼레이션,JS Corporation,2016-02-04,KOSPI,주권,,보통주,100,29016758,,194370,194370,194370,194370,194370
KR7030000004,30000,제일기획보통주,제일기획,CheilWorldwide,1998-03-03,KOSPI,주권,,보통주,200,115041225,,30000,30000,30000,030000,030000
KR7271980005,271980,제일약품보통주,제일약품,JEIL PHARM,2017-07-17,KOSPI,주권,,보통주,500,14704872,,271980,271980,271980,271980,271980
KR7001560002,1560,제일연마공업보통주,제일연마,"CHEILGRINDINGWHEELIND.CO.,LTD",2005-12-09,KOSPI,주권,,보통주,500,9800000,,1560,1560,1560,001560,001560
KR7002620003,2620,제일파마홀딩스보통주,제일파마홀딩스,JEIL PHARMA HOLDINGS INC.,1988-01-20,KOSPI,주권,,보통주,500,15973355,,2620,2620,2620,002620,002620
KR7006220008,6220,제주은행보통주,제주은행,Jeju Bank,1972-12-28,KOSPI,주권,,보통주,5000,37798557,,6220,6220,6220,006220,006220
KR7089590004,89590,제주항공보통주,제주항공,"JEJUAIR, CO., LTD.",2015-11-06,KOSPI,주권,,보통주,1000,80640985,,89590,89590,89590,089590,089590
